Date,Fighter A,Fighter B,Winner,Weight Class,Method,Round,Time
"July 23, 2022",Nikita Krylov,Alexander Gustafsson,Nikita Krylov,Light Heavyweight,KO/TKOPunch,1,1:07
"July 23, 2022",Molly McCann,Hannah Goldy,Molly McCann,Women's Flyweight,KO/TKOSpinning Back Elbow,1,3:52
"July 23, 2022",Volkan Oezdemir,Paul Craig,Volkan Oezdemir,Light Heavyweight,U-DEC,3,5:00
"July 23, 2022",Ludovit Klein,Mason Jones,Ludovit Klein,Lightweight,U-DEC,3,5:00
"July 23, 2022",Marc Diakiese,Damir Hadzovic,Marc Diakiese,Lightweight,U-DEC,3,5:00
"July 23, 2022",Nathaniel Wood,Charles Rosa,Nathaniel Wood,Featherweight,U-DEC,3,5:00
"July 23, 2022",Jonathan Pearce,Makwan Amirkhani,Jonathan Pearce,Featherweight,KO/TKOPunches,2,4:10
"July 23, 2022",Muhammad Mokaev,Charles Johnson,Muhammad Mokaev,Flyweight,U-DEC,3,5:00
"July 23, 2022",Jai Herbert,Kyle Nelson,Jai Herbert,Lightweight,U-DEC,3,5:00
"July 23, 2022",Victoria Leonardo,Mandy Bohm,Victoria Leonardo,Women's Flyweight,U-DEC,3,5:00
"July 23, 2022",Nicolas Dalby,Claudio Silva,Nicolas Dalby,Welterweight,U-DEC,3,5:00
"July 16, 2022",Yair Rodriguez,Brian Ortega,Yair Rodriguez,Featherweight,KO/TKO,1,4:11
"July 16, 2022",Amanda Lemos,Michelle Waterson-Gomez,Amanda Lemos,Women's Strawweight,SUBGuillotine Choke,2,1:48
"July 16, 2022",Li Jingliang,Muslim Salikhov,Li Jingliang,Welterweight,KO/TKOPunches,2,4:38
"July 16, 2022",Matt Schnell,Sumudaerji,Matt Schnell,Flyweight,SUBTriangle Choke,2,4:24
"July 16, 2022",Shane Burgos,Charles Jourdain,Shane Burgos,Featherweight,M-DEC,3,5:00
"July 16, 2022",Lauren Murphy,Miesha Tate,Lauren Murphy,Women's Flyweight,U-DEC,3,5:00
"July 16, 2022",Punahele Soriano,Dalcha Lungiambula,Punahele Soriano,Middleweight,KO/TKOPunch,2,0:28
"July 16, 2022",Ricky Simon,Jack Shore,Ricky Simon,Bantamweight,SUBArm Triangle,2,3:28
"July 16, 2022",Bill Algeo,Herbert Burns,Bill Algeo,Featherweight,KO/TKO,2,1:50
"July 16, 2022",Dustin Jacoby,Da Woon Jung,Dustin Jacoby,Light Heavyweight,KO/TKOPunch,1,3:13
"July 16, 2022",Dustin Stoltzfus,Dwight Grant,Dustin Stoltzfus,Middleweight,U-DEC,3,5:00
"July 16, 2022",Emily Ducote,Jessica Penne,Emily Ducote,Women's Strawweight,U-DEC,3,5:00
"July 09, 2022",Rafael Fiziev,Rafael Dos Anjos,Rafael Fiziev,Lightweight,KO/TKOPunch,5,0:18
"July 09, 2022",Caio Borralho,Armen Petrosyan,Caio Borralho,Middleweight,U-DEC,3,5:00
"July 09, 2022",Said Nurmagomedov,Douglas Silva de Andrade,Said Nurmagomedov,Bantamweight,U-DEC,3,5:00
"July 09, 2022",Chase Sherman,Jared Vanderaa,Chase Sherman,Heavyweight,KO/TKOPunches,3,3:10
"July 09, 2022",Aiemann Zahabi,Ricky Turcios,Aiemann Zahabi,Bantamweight,U-DEC,3,5:00
"July 09, 2022",Jamie Mullarkey,Michael Johnson,Jamie Mullarkey,Lightweight,S-DEC,3,5:00
"July 09, 2022",Cody Brundage,Tresean Gore,Cody Brundage,Middleweight,KO/TKOPunch,1,3:50
"July 09, 2022",Antonina Shevchenko,Cortney Casey,Antonina Shevchenko,Women's Flyweight,S-DEC,3,5:00
"July 09, 2022",David Onama,Garrett Armfield,David Onama,Featherweight,SUBArm Triangle,2,3:13
"July 09, 2022",Kennedy Nzechukwu,Karl Roberson,Kennedy Nzechukwu,Light Heavyweight,KO/TKOElbows,3,2:19
"July 09, 2022",Saidyokub Kakhramonov,Ronnie Lawrence,Saidyokub Kakhramonov,Bantamweight,U-DEC,3,5:00
"July 02, 2022",Israel Adesanya,Jared Cannonier,Israel Adesanya,Middleweight,U-DEC,5,5:00
"July 02, 2022",Alexander Volkanovski,Max Holloway,Alexander Volkanovski,Featherweight,U-DEC,5,5:00
"July 02, 2022",Alex Pereira,Sean Strickland,Alex Pereira,Middleweight,KO/TKOPunches,1,2:36
"July 02, 2022",Bryan Barberena,Robbie Lawler,Bryan Barberena,Welterweight,KO/TKOPunches,2,4:47
"July 02, 2022",Pedro Munhoz,Sean O'Malley,Draw/NC,Bantamweight,CNC,2,3:09
"July 02, 2022",Jalin Turner,Brad Riddell,Jalin Turner,Lightweight,SUBGuillotine Choke,1,0:45
"July 02, 2022",Jim Miller,Donald Cerrone,Jim Miller,Welterweight,SUBGuillotine Choke,2,1:32
"July 02, 2022",Ian Machado Garry,Gabe Green,Ian Machado Garry,Welterweight,U-DEC,3,5:00
"July 02, 2022",Dricus Du Plessis,Brad Tavares,Dricus Du Plessis,Middleweight,U-DEC,3,5:00
"July 02, 2022",Andre Muniz,Uriah Hall,Andre Muniz,Middleweight,U-DEC,3,5:00
"July 02, 2022",Maycee Barber,Jessica Eye,Maycee Barber,Women's Flyweight,U-DEC,3,5:00
"July 02, 2022",Julija Stoliarenko,Jessica-Rose Clark,Julija Stoliarenko,Women's Bantamweight,SUBArmbar,1,0:42
"June 25, 2022",Mateusz Gamrot,Arman Tsarukyan,Mateusz Gamrot,Lightweight,U-DEC,5,5:00
"June 25, 2022",Shavkat Rakhmonov,Neil Magny,Shavkat Rakhmonov,Welterweight,SUBGuillotine Choke,2,4:58
"June 25, 2022",Josh Parisian,Alan Baudot,Josh Parisian,Heavyweight,KO/TKOPunches,2,3:04
"June 25, 2022",Thiago Moises,Christos Giagos,Thiago Moises,Lightweight,SUBRear Naked Choke,1,3:05
"June 25, 2022",Umar Nurmagomedov,Nate Maness,Umar Nurmagomedov,Bantamweight,U-DEC,3,5:00
"June 25, 2022",Chris Curtis,Rodolfo Vieira,Chris Curtis,Middleweight,U-DEC,3,5:00
"June 25, 2022",Carlos Ulberg,Tafon Nchukwi,Carlos Ulberg,Light Heavyweight,KO/TKOPunches,1,1:15
"June 25, 2022",Shayilan Nuerdanbieke,TJ Brown,Shayilan Nuerdanbieke,Featherweight,U-DEC,3,5:00
"June 25, 2022",Sergey Morozov,Raulian Paiva,Sergey Morozov,Bantamweight,U-DEC,3,5:00
"June 25, 2022",Cody Durden,JP Buys,Cody Durden,Flyweight,KO/TKOPunch,1,1:08
"June 25, 2022",Mario Bautista,Brian Kelleher,Mario Bautista,Bantamweight,SUBRear Naked Choke,1,2:27
"June 25, 2022",Vanessa Demopoulos,Jinh Yu Frey,Vanessa Demopoulos,Women's Strawweight,S-DEC,3,5:00
"June 18, 2022",Josh Emmett,Calvin Kattar,Josh Emmett,Featherweight,S-DEC,5,5:00
"June 18, 2022",Kevin Holland,Tim Means,Kevin Holland,Welterweight,SUBD'Arce Choke,2,1:28
"June 18, 2022",Joaquin Buckley,Albert Duraev,Joaquin Buckley,Middleweight,KO/TKO,2,5:00
"June 18, 2022",Damir Ismagulov,Guram Kutateladze,Damir Ismagulov,Lightweight,S-DEC,3,5:00
"June 18, 2022",Gregory Rodrigues,Julian Marquez,Gregory Rodrigues,Middleweight,KO/TKOPunch,1,3:18
"June 18, 2022",Adrian Yanez,Tony Kelley,Adrian Yanez,Bantamweight,KO/TKOPunches,1,3:49
"June 18, 2022",Natalia Silva,Jasmine Jasudavicius,Natalia Silva,Women's Flyweight,U-DEC,3,5:00
"June 18, 2022",Jeremiah Wells,Court McGee,Jeremiah Wells,Welterweight,KO/TKOPunch,1,1:34
"June 18, 2022",Ricardo Ramos,Danny Chavez,Ricardo Ramos,Featherweight,KO/TKOSpinning Back Elbow,1,1:12
"June 18, 2022",Maria Oliveira,Gloria de Paula,Maria Oliveira,Women's Strawweight,S-DEC,3,5:00
"June 18, 2022",Cody Stamann,Eddie Wineland,Cody Stamann,Bantamweight,KO/TKOPunches,1,0:59
"June 18, 2022",Phil Hawes,Deron Winn,Phil Hawes,Middleweight,KO/TKOElbows,2,4:25
"June 18, 2022",Roman Dolidze,Kyle Daukaus,Roman Dolidze,Middleweight,KO/TKOKnee,1,1:13
"June 11, 2022",Jiri Prochazka,Glover Teixeira,Jiri Prochazka,Light Heavyweight,SUBRear Naked Choke,5,4:32
"June 11, 2022",Valentina Shevchenko,Taila Santos,Valentina Shevchenko,Women's Flyweight,S-DEC,5,5:00
"June 11, 2022",Zhang Weili,Joanna Jedrzejczyk,Zhang Weili,Women's Strawweight,KO/TKOSpinning Back Fist,2,2:28
"June 11, 2022",Jake Matthews,Andre Fialho,Jake Matthews,Welterweight,KO/TKOPunch,2,2:24
"June 11, 2022",Jack Della Maddalena,Ramazan Emeev,Jack Della Maddalena,Welterweight,KO/TKOPunch,1,2:32
"June 11, 2022",Josh Culibao,SeungWoo Choi,Josh Culibao,Featherweight,S-DEC,3,5:00
"June 11, 2022",Maheshate,Steve Garcia,Maheshate,Lightweight,KO/TKOPunch,1,1:14
"June 11, 2022",Brendan Allen,Jacob Malkoun,Brendan Allen,Middleweight,U-DEC,3,5:00
"June 11, 2022",Kyung Ho Kang,Batgerel Danaa,Kyung Ho Kang,Bantamweight,U-DEC,3,5:00
"June 11, 2022",Silvana Gomez Juarez,Liang Na,Silvana Gomez Juarez,Women's Strawweight,KO/TKOPunches,1,1:22
"June 11, 2022",Joselyne Edwards,Ramona Pascual,Joselyne Edwards,Women's Featherweight,U-DEC,3,5:00
"June 04, 2022",Alexander Volkov,Jairzinho Rozenstruik,Alexander Volkov,Heavyweight,KO/TKOPunches,1,2:12
"June 04, 2022",Movsar Evloev,Dan Ige,Movsar Evloev,Featherweight,U-DEC,3,5:00
"June 04, 2022",Lucas Almeida,Michael Trizano,Lucas Almeida,Featherweight,KO/TKOPunches,3,0:55
"June 04, 2022",Karine Silva,Poliana Botelho,Karine Silva,Women's Flyweight,SUBD'Arce Choke,1,4:55
"June 04, 2022",Ode Osbourne,Zarrukh Adashev,Ode Osbourne,Flyweight,KO/TKOPunch,1,1:01
"June 04, 2022",Alonzo Menifield,Askar Mozharov,Alonzo Menifield,Light Heavyweight,KO/TKOElbows,1,4:40
"June 04, 2022",Karolina Kowalkiewicz,Felice Herrig,Karolina Kowalkiewicz,Women's Strawweight,SUBRear Naked Choke,2,4:01
"June 04, 2022",Joe Solecki,Alex Da Silva,Joe Solecki,Lightweight,M-DEC,3,5:00
"June 04, 2022",Damon Jackson,Dan Argueta,Damon Jackson,Featherweight,U-DEC,3,5:00
"June 04, 2022",Benoit Saint Denis,Niklas Stolze,Benoit Saint Denis,Lightweight,SUBRear Naked Choke,2,1:32
"June 04, 2022",Tony Gravely,Johnny Munoz,Tony Gravely,Bantamweight,KO/TKOPunch,1,1:08
"June 04, 2022",Jeff Molina,Zhalgas Zhumagulov,Jeff Molina,Flyweight,S-DEC,3,5:00
"June 04, 2022",Rinat Fakhretdinov,Andreas Michailidis,Rinat Fakhretdinov,Welterweight,U-DEC,3,5:00
"June 04, 2022",Erin Blanchfield,JJ Aldrich,Erin Blanchfield,Women's Flyweight,SUBGuillotine Choke,2,2:38
"May 21, 2022",Ketlen Vieira,Holly Holm,Ketlen Vieira,Women's Bantamweight,S-DEC,5,5:00
"May 21, 2022",Michel Pereira,Santiago Ponzinibbio,Michel Pereira,Welterweight,S-DEC,3,5:00
"May 21, 2022",Chidi Njokuani,Dusko Todorovic,Chidi Njokuani,Middleweight,KO/TKOElbow,1,4:48
"May 21, 2022",Tabatha Ricci,Polyana Viana,Tabatha Ricci,Women's Strawweight,U-DEC,3,5:00
"May 21, 2022",JunYong Park,Eryk Anders,JunYong Park,Middleweight,S-DEC,3,5:00
"May 21, 2022",Joseph Holmes,Alen Amedovski,Joseph Holmes,Middleweight,SUBRear Naked Choke,1,1:04
"May 21, 2022",Jailton Almeida,Parker Porter,Jailton Almeida,Heavyweight,SUBRear Naked Choke,1,4:35
"May 21, 2022",Uros Medic,Omar Morales,Uros Medic,Lightweight,KO/TKOPunch,2,3:05
"May 21, 2022",Jonathan Martinez,Vince Morales,Jonathan Martinez,Bantamweight,U-DEC,3,5:00
"May 21, 2022",Chase Hooper,Felipe Colares,Chase Hooper,Featherweight,KO/TKOPunches,3,3:00
"May 21, 2022",Sam Hughes,Elise Reed,Sam Hughes,Women's Strawweight,KO/TKOElbows,3,3:52
"May 14, 2022",Jan Blachowicz,Aleksandar Rakic,Jan Blachowicz,Light Heavyweight,KO/TKO,3,1:11
"May 14, 2022",Ryan Spann,Ion Cutelaba,Ryan Spann,Light Heavyweight,SUBGuillotine Choke,1,2:22
"May 14, 2022",Davey Grant,Louis Smolka,Davey Grant,Bantamweight,KO/TKOPunches,3,0:49
"May 14, 2022",Katlyn Cerminara,Amanda Ribas,Katlyn Cerminara,Women's Flyweight,S-DEC,3,5:00
"May 14, 2022",Manuel Torres,Frank Camacho,Manuel Torres,Lightweight,KO/TKOPunches,1,3:27
"May 14, 2022",Allan Nascimento,Jake Hadley,Allan Nascimento,Flyweight,U-DEC,3,5:00
"May 14, 2022",Viviane Araujo,Andrea Lee,Viviane Araujo,Women's Flyweight,U-DEC,3,5:00
"May 14, 2022",Michael Johnson,Alan Patrick,Michael Johnson,Lightweight,KO/TKOPunch,2,3:22
"May 14, 2022",Virna Jandiroba,Angela Hill,Virna Jandiroba,Women's Strawweight,U-DEC,3,5:00
"May 14, 2022",Tatsuro Taira,Carlos Candelario,Tatsuro Taira,Flyweight,U-DEC,3,5:00
"May 14, 2022",Andre Petroski,Nick Maximov,Andre Petroski,Middleweight,SUBAnaconda Choke,1,1:16
"May 07, 2022",Charles Oliveira,Justin Gaethje,Charles Oliveira,Lightweight,SUBRear Naked Choke,1,3:22
"May 07, 2022",Carla Esparza,Rose Namajunas,Carla Esparza,Women's Strawweight,S-DEC,5,5:00
"May 07, 2022",Michael Chandler,Tony Ferguson,Michael Chandler,Lightweight,KO/TKOKick,2,0:17
"May 07, 2022",Ovince Saint Preux,Mauricio Rua,Ovince Saint Preux,Light Heavyweight,S-DEC,3,5:00
"May 07, 2022",Randy Brown,Khaos Williams,Randy Brown,Welterweight,S-DEC,3,5:00
"May 07, 2022",Francisco Trinaldo,Danny Roberts,Francisco Trinaldo,Welterweight,U-DEC,3,5:00
"May 07, 2022",Macy Chiasson,Norma Dumont,Macy Chiasson,Women's Featherweight,S-DEC,3,5:00
"May 07, 2022",Brandon Royval,Matt Schnell,Brandon Royval,Flyweight,SUBGuillotine Choke,1,2:14
"May 07, 2022",Blagoy Ivanov,Marcos Rogerio de Lima,Blagoy Ivanov,Heavyweight,U-DEC,3,5:00
"May 07, 2022",Andre Fialho,Cameron VanCamp,Andre Fialho,Welterweight,KO/TKOPunch,1,2:35
"May 07, 2022",Tracy Cortez,Melissa Gatto,Tracy Cortez,Women's Flyweight,U-DEC,3,5:00
"May 07, 2022",CJ Vergara,Kleydson Rodrigues,CJ Vergara,Flyweight,S-DEC,3,5:00
"May 07, 2022",Loopy Godinez,Ariane Carnelossi,Loopy Godinez,Women's Strawweight,U-DEC,3,5:00
"May 07, 2022",Journey Newson,Fernie Garcia,Journey Newson,Bantamweight,U-DEC,3,5:00
"April 30, 2022",Marlon Vera,Rob Font,Marlon Vera,Bantamweight,U-DEC,5,5:00
"April 30, 2022",Andrei Arlovski,Jake Collier,Andrei Arlovski,Heavyweight,S-DEC,3,5:00
"April 30, 2022",Joanderson Brito,Andre Fili,Joanderson Brito,Featherweight,KO/TKOPunch,1,0:41
"April 30, 2022",Grant Dawson,Jared Gordon,Grant Dawson,Lightweight,SUBRear Naked Choke,3,4:11
"April 30, 2022",Darren Elkins,Tristan Connelly,Darren Elkins,Featherweight,U-DEC,3,5:00
"April 30, 2022",Krzysztof Jotko,Gerald Meerschaert,Krzysztof Jotko,Middleweight,U-DEC,3,5:00
"April 30, 2022",Alexandr Romanov,Chase Sherman,Alexandr Romanov,Heavyweight,SUBKeylock,1,2:11
"April 30, 2022",Francisco Figueiredo,Daniel Lacerda,Francisco Figueiredo,Flyweight,SUBKneebar,1,1:18
"April 30, 2022",Gabe Green,Yohan Lainesse,Gabe Green,Welterweight,KO/TKOPunches,2,4:02
"April 30, 2022",Natan Levy,Mike Breeden,Natan Levy,Lightweight,U-DEC,3,5:00
"April 30, 2022",Shanna Young,Gina Mazany,Shanna Young,Women's Flyweight,KO/TKOPunches,2,3:11
"April 23, 2022",Jessica Andrade,Amanda Lemos,Jessica Andrade,Women's Strawweight,SUBArm Triangle,1,3:13
"April 23, 2022",Claudio Puelles,Clay Guida,Claudio Puelles,Lightweight,SUBKneebar,1,3:01
"April 23, 2022",Maycee Barber,Montana De La Rosa,Maycee Barber,Women's Flyweight,U-DEC,3,5:00
"April 23, 2022",Charles Jourdain,Lando Vannata,Charles Jourdain,Featherweight,SUBGuillotine Choke,1,2:32
"April 23, 2022",Marc-Andre Barriault,Jordan Wright,Marc-Andre Barriault,Catch Weight,SUBGuillotine Choke,1,2:36
"April 23, 2022",Sergey Khandozhko,Dwight Grant,Sergey Khandozhko,Welterweight,KO/TKOPunches,2,4:15
"April 23, 2022",Tyson Pedro,Ike Villanueva,Tyson Pedro,Light Heavyweight,KO/TKOPunches,1,4:55
"April 23, 2022",Aoriqileng,Cameron Else,Aoriqileng,Bantamweight,KO/TKOPunches,1,2:48
"April 23, 2022",Preston Parsons,Evan Elder,Preston Parsons,Welterweight,U-DEC,3,5:00
"April 23, 2022",Philipe Lins,Marcin Prachnio,Philipe Lins,Light Heavyweight,U-DEC,3,5:00
"April 23, 2022",Mike Jackson,Dean Barry,Mike Jackson,Welterweight,DQ,1,3:52
"April 16, 2022",Belal Muhammad,Vicente Luque,Belal Muhammad,Welterweight,U-DEC,5,5:00
"April 16, 2022",Caio Borralho,Gadzhi Omargadzhiev,Caio Borralho,Middleweight,U-DEC,3,3:56
"April 16, 2022",Andre Fialho,Miguel Baeza,Andre Fialho,Welterweight,KO/TKOPunches,1,4:39
"April 16, 2022",Mayra Bueno Silva,Wu Yanan,Mayra Bueno Silva,Women's Bantamweight,U-DEC,3,5:00
"April 16, 2022",Pat Sabatini,TJ Laramie,Pat Sabatini,Featherweight,U-DEC,3,5:00
"April 16, 2022",Mounir Lazzez,Ange Loosa,Mounir Lazzez,Welterweight,U-DEC,3,5:00
"April 16, 2022",Devin Clark,William Knight,Devin Clark,Heavyweight,KO/TKOPunches,3,3:21
"April 16, 2022",Pannie Kianzad,Lina Lansberg,Pannie Kianzad,Women's Bantamweight,U-DEC,3,5:00
"April 16, 2022",Drakkar Klose,Brandon Jenkins,Drakkar Klose,Lightweight,KO/TKOPunches,2,0:33
"April 16, 2022",Rafa Garcia,Jesse Ronson,Rafa Garcia,Lightweight,SUBRear Naked Choke,2,4:50
"April 16, 2022",Martin Buday,Chris Barnett,Martin Buday,Heavyweight,U-DEC,3,1:38
"April 16, 2022",Jordan Leavitt,Trey Ogden,Jordan Leavitt,Lightweight,S-DEC,3,5:00
"April 16, 2022",Sam Hughes,Istela Nunes,Sam Hughes,Women's Strawweight,M-DEC,3,5:00
"April 16, 2022",Alatengheili,Kevin Croom,Alatengheili,Bantamweight,KO/TKOPunches,1,0:47
"April 09, 2022",Alexander Volkanovski,Chan Sung Jung,Alexander Volkanovski,Featherweight,KO/TKOPunches,4,0:45
"April 09, 2022",Aljamain Sterling,Petr Yan,Aljamain Sterling,Bantamweight,S-DEC,5,5:00
"April 09, 2022",Khamzat Chimaev,Gilbert Burns,Khamzat Chimaev,Welterweight,U-DEC,3,5:00
"April 09, 2022",Mackenzie Dern,Tecia Pennington,Mackenzie Dern,Women's Strawweight,S-DEC,3,5:00
"April 09, 2022",Mark Madsen,Vinc Pichel,Mark Madsen,Lightweight,U-DEC,3,5:00
"April 09, 2022",Ian Machado Garry,Darian Weeks,Ian Machado Garry,Welterweight,U-DEC,3,5:00
"April 09, 2022",Anthony Hernandez,Josh Fremd,Anthony Hernandez,Middleweight,U-DEC,3,5:00
"April 09, 2022",Raquel Pennington,Aspen Ladd,Raquel Pennington,Women's Bantamweight,U-DEC,3,5:00
"April 09, 2022",Mike Malott,Mickey Gall,Mike Malott,Welterweight,KO/TKOPunch,1,3:41
"April 09, 2022",Aleksei Oleinik,Jared Vanderaa,Aleksei Oleinik,Heavyweight,SUBScarf Hold,1,3:39
"April 09, 2022",Piera Rodriguez,Kay Hansen,Piera Rodriguez,Women's Strawweight,U-DEC,3,5:00
"April 09, 2022",Julio Arce,Daniel Santos,Julio Arce,Bantamweight,U-DEC,3,5:00
"March 26, 2022",Curtis Blaydes,Chris Daukaus,Curtis Blaydes,Heavyweight,KO/TKOPunch,2,0:17
"March 26, 2022",Alexa Grasso,Joanne Wood,Alexa Grasso,Women's Flyweight,SUBRear Naked Choke,1,3:57
"March 26, 2022",Bryan Barberena,Matt Brown,Bryan Barberena,Welterweight,S-DEC,3,5:00
"March 26, 2022",Kai Kara-France,Askar Askarov,Kai Kara-France,Flyweight,U-DEC,3,5:00
"March 26, 2022",Neil Magny,Max Griffin,Neil Magny,Welterweight,S-DEC,3,5:00
"March 26, 2022",Marc Diakiese,Viacheslav Borshchev,Marc Diakiese,Lightweight,U-DEC,3,5:00
"March 26, 2022",Sara McMann,Karol Rosa,Sara McMann,Women's Bantamweight,U-DEC,3,5:00
"March 26, 2022",Chris Gutierrez,Batgerel Danaa,Chris Gutierrez,Bantamweight,KO/TKOSpinning Back Fist,2,2:34
"March 26, 2022",Aliaskhab Khizriev,Denis Tiuliulin,Aliaskhab Khizriev,Middleweight,SUBRear Naked Choke,2,1:58
"March 26, 2022",Manon Fiorot,Jennifer Maia,Manon Fiorot,Women's Flyweight,U-DEC,3,5:00
"March 26, 2022",Matheus Nicolau,David Dvorak,Matheus Nicolau,Flyweight,U-DEC,3,5:00
"March 26, 2022",Luis Saldana,Bruno Souza,Luis Saldana,Featherweight,U-DEC,3,5:00
"March 19, 2022",Tom Aspinall,Alexander Volkov,Tom Aspinall,Heavyweight,SUBStraight Armbar,1,3:45
"March 19, 2022",Arnold Allen,Dan Hooker,Arnold Allen,Featherweight,KO/TKOPunches,1,2:33
"March 19, 2022",Paddy Pimblett,Kazula Vargas,Paddy Pimblett,Lightweight,SUBRear Naked Choke,1,3:49
"March 19, 2022",Gunnar Nelson,Takashi Sato,Gunnar Nelson,Welterweight,U-DEC,3,5:00
"March 19, 2022",Molly McCann,Luana Carolina,Molly McCann,Women's Flyweight,KO/TKOSpinning Back Elbow,3,1:52
"March 19, 2022",Ilia Topuria,Jai Herbert,Ilia Topuria,Lightweight,KO/TKOPunch,2,1:07
"March 19, 2022",Makwan Amirkhani,Mike Grundy,Makwan Amirkhani,Featherweight,SUBAnaconda Choke,1,0:57
"March 19, 2022",Sergei Pavlovich,Shamil Abdurakhimov,Sergei Pavlovich,Heavyweight,KO/TKOPunches,1,4:03
"March 19, 2022",Paul Craig,Nikita Krylov,Paul Craig,Light Heavyweight,SUBTriangle Choke,1,3:57
"March 19, 2022",Jack Shore,Timur Valiev,Jack Shore,Bantamweight,U-DEC,3,5:00
"March 19, 2022",Elise Reed,Cory McKenna,Elise Reed,Women's Strawweight,S-DEC,3,5:00
"March 19, 2022",Muhammad Mokaev,Cody Durden,Muhammad Mokaev,Flyweight,SUBGuillotine Choke,1,0:58
"March 12, 2022",Magomed Ankalaev,Thiago Santos,Magomed Ankalaev,Light Heavyweight,U-DEC,5,5:00
"March 12, 2022",Song Yadong,Marlon Moraes,Song Yadong,Bantamweight,KO/TKOPunch,1,2:06
"March 12, 2022",Sodiq Yusuff,Alex Caceres,Sodiq Yusuff,Featherweight,U-DEC,3,5:00
"March 12, 2022",Khalil Rountree Jr.,Karl Roberson,Khalil Rountree Jr.,Light Heavyweight,KO/TKOPunch,2,0:25
"March 12, 2022",Drew Dober,Terrance McKinney,Drew Dober,Lightweight,KO/TKOPunches,1,3:17
"March 12, 2022",Alex Pereira,Bruno Silva,Alex Pereira,Middleweight,U-DEC,3,5:00
"March 12, 2022",Matthew Semelsberger,AJ Fletcher,Matthew Semelsberger,Welterweight,U-DEC,3,5:00
"March 12, 2022",JJ Aldrich,Gillian Robertson,JJ Aldrich,Women's Flyweight,U-DEC,3,5:00
"March 12, 2022",Javid Basharat,Trevin Jones,Javid Basharat,Bantamweight,U-DEC,3,5:00
"March 12, 2022",Damon Jackson,Kamuela Kirk,Damon Jackson,Featherweight,SUBArm Triangle,2,4:42
"March 12, 2022",Miranda Maverick,Sabina Mazo,Miranda Maverick,Women's Flyweight,SUBRear Naked Choke,2,2:15
"March 12, 2022",Cody Brundage,Dalcha Lungiambula,Cody Brundage,Middleweight,SUBGuillotine Choke,1,3:41
"March 12, 2022",Guido Cannetti,Kris Moutinho,Guido Cannetti,Bantamweight,KO/TKOPunches,1,2:07
"March 12, 2022",Azamat Murzakanov,Tafon Nchukwi,Azamat Murzakanov,Light Heavyweight,KO/TKOKnee,3,0:44
"March 05, 2022",Colby Covington,Jorge Masvidal,Colby Covington,Welterweight,U-DEC,5,5:00
"March 05, 2022",Rafael Dos Anjos,Renato Moicano,Rafael Dos Anjos,Catch Weight,U-DEC,5,5:00
"March 05, 2022",Bryce Mitchell,Edson Barboza,Bryce Mitchell,Featherweight,U-DEC,3,5:00
"March 05, 2022",Kevin Holland,Alex Oliveira,Kevin Holland,Welterweight,KO/TKOElbows,2,0:38
"March 05, 2022",Serghei Spivac,Greg Hardy,Serghei Spivac,Heavyweight,KO/TKOPunches,1,2:16
"March 05, 2022",Jalin Turner,Jamie Mullarkey,Jalin Turner,Lightweight,KO/TKOPunch,2,0:46
"March 05, 2022",Marina Rodriguez,Yan Xiaonan,Marina Rodriguez,Women's Strawweight,S-DEC,3,5:00
"March 05, 2022",Nicolae Negumereanu,Kennedy Nzechukwu,Nicolae Negumereanu,Light Heavyweight,S-DEC,3,5:00
"March 05, 2022",Maryna Moroz,Mariya Agapova,Maryna Moroz,Women's Flyweight,SUBArm Triangle,2,3:27
"March 05, 2022",Umar Nurmagomedov,Brian Kelleher,Umar Nurmagomedov,Featherweight,SUBRear Naked Choke,1,3:15
"March 05, 2022",Tim Elliott,Tagir Ulanbekov,Tim Elliott,Flyweight,U-DEC,3,5:00
"March 05, 2022",Ludovit Klein,Devonte Smith,Ludovit Klein,Lightweight,S-DEC,3,5:00
"March 05, 2022",Dustin Jacoby,Michal Oleksiejczuk,Dustin Jacoby,Light Heavyweight,U-DEC,3,5:00
"February 26, 2022",Islam Makhachev,King Green,Islam Makhachev,Catch Weight,KO/TKOPunches,1,3:23
"February 26, 2022",Wellington Turman,Misha Cirkunov,Wellington Turman,Middleweight,SUBArmbar,2,1:29
"February 26, 2022",Priscila Cachoeira,Ji Yeon Kim,Priscila Cachoeira,Women's Flyweight,U-DEC,3,5:00
"February 26, 2022",Arman Tsarukyan,Joel Alvarez,Arman Tsarukyan,Lightweight,KO/TKOPunches,2,1:57
"February 26, 2022",Armen Petrosyan,Gregory Rodrigues,Armen Petrosyan,Middleweight,S-DEC,3,5:00
"February 26, 2022",Ignacio Bahamondes,Rongzhu,Ignacio Bahamondes,Lightweight,SUBGuillotine Choke,3,1:40
"February 26, 2022",Josiane Nunes,Ramona Pascual,Josiane Nunes,Women's Featherweight,U-DEC,3,5:00
"February 26, 2022",Terrance McKinney,Fares Ziam,Terrance McKinney,Lightweight,SUBRear Naked Choke,1,2:11
"February 26, 2022",Jonathan Martinez,Alejandro Perez,Jonathan Martinez,Featherweight,U-DEC,3,5:00
